CustomerID,Recency,Frequency,Monetary,LastPurchaseDate,R_Score,F_Score,M_Score,RFM_Score,Segment
CUST10752,9,28,35848.37,2025-07-20,1,5,5,155,At Risk
CUST10753,19,19,21106.39,2025-07-10,2,2,2,222,Lost Customers
CUST10754,10,21,25437.19,2025-07-19,2,2,4,224,Cannot Lose Them
CUST10755,53,28,31264.05,2025-06-06,4,5,5,455,Champions
CUST10756,39,12,16036.83,2025-06-20,3,1,1,311,Needs Attention
CUST10757,3,26,25630.57,2025-07-26,1,4,4,144,At Risk
CUST10758,18,30,29783.06,2025-07-11,2,5,5,255,At Risk
CUST10759,4,27,23852.67,2025-07-25,1,4,3,143,At Risk
CUST10760,212,18,18263.42,2024-12-29,5,1,2,512,Needs Attention
CUST10761,151,24,25740.25,2025-02-28,5,4,4,544,Champions
CUST10762,33,23,19526.58,2025-06-26,3,3,2,332,Needs Attention
CUST10763,139,23,22951.77,2025-03-12,5,3,3,533,Loyal Customers
CUST10764,13,24,23822.0,2025-07-16,2,4,3,243,At Risk
CUST10765,89,12,14202.53,2025-05-01,5,1,1,511,Needs Attention
CUST10766,27,27,25673.55,2025-07-02,3,4,4,344,Needs Attention
CUST10767,76,24,30431.89,2025-05-14,4,4,5,445,Champions
CUST10768,12,21,17705.64,2025-07-17,2,2,1,221,Lost Customers
CUST10769,0,27,25229.08,2025-07-29,1,4,4,144,At Risk
CUST10770,66,26,19415.59,2025-05-24,4,4,2,442,Loyal Customers
CUST10771,49,26,26455.82,2025-06-10,4,4,4,444,Champions
CUST10772,46,31,29948.850000000002,2025-06-13,4,5,5,455,Champions
CUST10773,31,22,25221.36,2025-06-28,3,3,4,334,Needs Attention
CUST10774,17,23,22206.46,2025-07-12,2,3,3,233,Needs Attention
CUST10775,53,27,24696.28,2025-06-06,4,4,4,444,Champions
CUST10776,3,33,41050.76,2025-07-26,1,5,5,155,At Risk
CUST10777,31,27,26496.19,2025-06-28,3,5,4,354,Needs Attention
CUST10778,78,22,26091.739999999998,2025-05-12,5,3,4,534,Loyal Customers
CUST10779,38,26,26214.1,2025-06-21,3,4,4,344,Needs Attention
CUST10780,35,28,24476.45,2025-06-24,3,5,4,354,Needs Attention
CUST10781,14,24,20433.5,2025-07-15,2,4,2,242,At Risk
CUST10782,45,29,31020.65,2025-06-14,4,5,5,455,Champions
CUST10783,78,17,22564.98,2025-05-12,5,1,3,513,Potential Loyalists
CUST10784,0,19,17439.239999999998,2025-07-29,1,2,1,121,Lost Customers
CUST10785,6,18,19512.46,2025-07-23,1,1,2,112,Lost Customers
CUST10786,11,22,17571.94,2025-07-18,2,3,1,231,Needs Attention
CUST10787,11,29,27403.98,2025-07-18,2,5,4,254,At Risk
CUST10788,58,25,30930.190000000002,2025-06-01,4,4,5,445,Champions
CUST10789,25,29,27519.93,2025-07-04,3,5,4,354,Needs Attention
CUST10790,70,23,18209.09,2025-05-20,4,3,2,432,Loyal Customers
CUST10791,14,20,18253.63,2025-07-15,2,2,2,222,Lost Customers
CUST10792,108,27,28794.09,2025-04-12,5,5,5,555,Champions
CUST10793,90,20,21112.04,2025-04-30,5,2,2,522,Needs Attention
CUST10794,75,23,21193.38,2025-05-15,4,3,2,432,Loyal Customers
CUST10795,0,21,21806.47,2025-07-29,1,2,3,123,Needs Attention
CUST10796,23,22,21956.21,2025-07-06,3,3,3,333,Needs Attention
CUST10797,6,29,30935.2,2025-07-23,1,5,5,155,At Risk
CUST10798,402,18,17864.55,2024-06-22,5,1,1,511,Needs Attention
CUST10799,31,19,22146.55,2025-06-28,3,2,3,323,Needs Attention
CUST10800,37,19,16643.15,2025-06-22,3,2,1,321,Needs Attention
CUST10801,3,15,17885.86,2025-07-26,1,1,1,111,Lost Customers
CUST10802,19,23,21800.81,2025-07-10,2,3,3,233,Needs Attention
CUST10803,52,27,31343.62,2025-06-07,4,5,5,455,Champions
CUST10804,11,20,16082.79,2025-07-18,2,2,1,221,Lost Customers
CUST10805,35,22,27274.81,2025-06-24,3,3,4,334,Needs Attention
CUST10806,3,21,25299.11,2025-07-26,1,2,4,124,Cannot Lose Them
CUST10807,55,15,15923.74,2025-06-04,4,1,1,411,Needs Attention
CUST10808,1,22,23879.43,2025-07-28,1,3,3,133,Needs Attention
CUST10809,0,18,15454.71,2025-07-29,1,1,1,111,Lost Customers
CUST10810,22,17,14250.39,2025-07-07,2,1,1,211,Lost Customers
CUST10811,76,26,23363.350000000002,2025-05-14,4,4,3,443,Loyal Customers
CUST10812,40,16,18133.48,2025-06-19,3,1,1,311,Needs Attention
CUST10813,98,27,20536.39,2025-04-22,5,5,2,552,Loyal Customers
CUST10814,13,22,21941.29,2025-07-16,2,3,3,233,Needs Attention
CUST10815,86,16,22271.44,2025-05-04,5,1,3,513,Potential Loyalists
CUST10816,19,26,27770.239999999998,2025-07-10,2,4,4,244,At Risk
CUST10817,149,21,20549.48,2025-03-02,5,2,2,522,Needs Attention
CUST10818,269,21,22551.33,2024-11-02,5,2,3,523,Potential Loyalists
CUST10819,202,17,28195.23,2025-01-08,5,1,5,515,Potential Loyalists
CUST10820,19,22,23497.05,2025-07-10,2,3,3,233,Needs Attention
CUST10821,88,15,14003.31,2025-05-02,5,1,1,511,Needs Attention
CUST10822,16,24,22563.53,2025-07-13,2,4,3,243,At Risk
CUST10823,39,19,16619.39,2025-06-20,3,2,1,321,Needs Attention
CUST10824,96,15,13214.18,2025-04-24,5,1,1,511,Needs Attention
CUST10825,46,22,25054.13,2025-06-13,4,3,4,434,Loyal Customers
CUST10826,145,15,13115.82,2025-03-06,5,1,1,511,Needs Attention
CUST10827,24,19,19921.81,2025-07-05,3,2,2,322,Needs Attention
CUST10828,20,24,23479.19,2025-07-09,2,4,3,243,At Risk
CUST10829,63,26,27033.03,2025-05-27,4,4,4,444,Champions
CUST10830,8,22,21030.28,2025-07-21,1,3,2,132,Needs Attention
CUST10831,45,36,36714.39,2025-06-14,4,5,5,455,Champions
CUST10832,6,22,17777.44,2025-07-23,1,3,1,131,Needs Attention
CUST10833,6,30,30481.37,2025-07-23,1,5,5,155,At Risk
CUST10834,11,24,26357.44,2025-07-18,2,4,4,244,At Risk
CUST10835,52,17,22525.16,2025-06-07,4,1,3,413,Potential Loyalists
CUST10836,2,21,19923.1,2025-07-27,1,2,2,122,Lost Customers
CUST10837,41,19,15354.51,2025-06-18,3,2,1,321,Needs Attention
CUST10838,9,21,23994.36,2025-07-20,1,2,3,123,Needs Attention
CUST10839,148,27,19030.18,2025-03-03,5,5,2,552,Loyal Customers
CUST10840,96,24,35835.93,2025-04-24,5,4,5,545,Champions
CUST10841,42,24,25661.36,2025-06-17,4,4,4,444,Champions
CUST10842,1,25,22698.11,2025-07-28,1,4,3,143,At Risk
CUST10843,45,19,12559.82,2025-06-14,4,2,1,421,Needs Attention
CUST10844,109,18,19339.18,2025-04-11,5,1,2,512,Needs Attention
CUST10845,367,20,16561.88,2024-07-27,5,2,1,521,Needs Attention
CUST10846,58,25,22163.36,2025-06-01,4,4,3,443,Loyal Customers
CUST10847,30,21,20806.64,2025-06-29,3,2,2,322,Needs Attention
CUST10848,26,23,22324.81,2025-07-03,3,3,3,333,Needs Attention
CUST10849,14,23,22204.8,2025-07-15,2,3,3,233,Needs Attention
CUST10850,114,16,15421.67,2025-04-06,5,1,1,511,Needs Attention
CUST10851,25,38,33390.42,2025-07-04,3,5,5,355,Needs Attention
CUST10852,25,24,26406.03,2025-07-04,3,4,4,344,Needs Attention
CUST10853,2,12,14743.76,2025-07-27,1,1,1,111,Lost Customers
CUST10854,17,29,32764.66,2025-07-12,2,5,5,255,At Risk
CUST10855,20,24,27415.04,2025-07-09,2,4,4,244,At Risk
CUST10856,157,20,22478.69,2025-02-22,5,2,3,523,Potential Loyalists
CUST10857,19,16,16668.03,2025-07-10,2,1,1,211,Lost Customers
CUST10858,11,21,20033.5,2025-07-18,2,2,2,222,Lost Customers
CUST10859,71,23,26617.02,2025-05-19,4,3,4,434,Loyal Customers
CUST10860,24,15,14256.91,2025-07-05,3,1,1,311,Needs Attention
CUST10861,99,26,29502.27,2025-04-21,5,4,5,545,Champions
CUST10862,30,27,26850.95,2025-06-29,3,5,4,354,Needs Attention
CUST10863,56,21,20022.62,2025-06-03,4,2,2,422,Needs Attention
CUST10864,14,30,24306.49,2025-07-15,2,5,3,253,At Risk
CUST10865,9,21,23217.07,2025-07-20,1,2,3,123,Needs Attention
CUST10866,104,22,21494.56,2025-04-16,5,3,3,533,Loyal Customers
CUST10867,129,21,18119.4,2025-03-22,5,2,1,521,Needs Attention
CUST10868,16,21,17401.79,2025-07-13,2,2,1,221,Lost Customers
CUST10869,47,23,21041.14,2025-06-12,4,3,2,432,Loyal Customers
CUST10870,6,22,24694.72,2025-07-23,1,3,4,134,Cannot Lose Them
CUST10871,14,27,30129.99,2025-07-15,2,5,5,255,At Risk
CUST10872,12,23,22676.86,2025-07-17,2,3,3,233,Needs Attention
CUST10873,37,28,21159.68,2025-06-22,3,5,2,352,Needs Attention
CUST10874,0,26,28196.940000000002,2025-07-29,1,4,5,145,At Risk
CUST10875,48,30,26126.71,2025-06-11,4,5,4,454,Champions
CUST10876,6,29,36661.47,2025-07-23,1,5,5,155,At Risk
CUST10877,25,23,22304.11,2025-07-04,3,3,3,333,Needs Attention
CUST10878,0,27,27597.7,2025-07-29,1,5,4,154,At Risk
CUST10879,76,35,35802.26,2025-05-14,4,5,5,455,Champions
CUST10880,31,23,28125.3,2025-06-28,3,3,5,335,Needs Attention
CUST10881,50,27,26680.21,2025-06-09,4,5,4,454,Champions
CUST10882,20,25,25680.32,2025-07-09,2,4,4,244,At Risk
CUST10883,35,25,28496.12,2025-06-24,3,4,5,345,Needs Attention
CUST10884,81,21,22064.54,2025-05-09,5,2,3,523,Potential Loyalists
CUST10885,12,15,17224.81,2025-07-17,2,1,1,211,Lost Customers
CUST10886,11,30,29984.92,2025-07-18,2,5,5,255,At Risk
CUST10887,179,25,20054.98,2025-01-31,5,4,2,542,Loyal Customers
CUST10888,41,15,10537.46,2025-06-18,3,1,1,311,Needs Attention
CUST10889,55,19,19827.05,2025-06-04,4,2,2,422,Needs Attention
CUST10890,74,22,26338.17,2025-05-16,4,3,4,434,Loyal Customers
CUST10891,22,16,13832.57,2025-07-07,2,1,1,211,Lost Customers
CUST10892,1,28,29606.61,2025-07-28,1,5,5,155,At Risk
CUST10893,19,27,28337.43,2025-07-10,2,5,5,255,At Risk
CUST10894,98,17,13560.69,2025-04-22,5,1,1,511,Needs Attention
CUST10895,10,25,17686.57,2025-07-19,2,4,1,241,At Risk
CUST10896,8,30,31227.15,2025-07-21,1,5,5,155,At Risk
CUST10897,119,30,31665.44,2025-04-01,5,5,5,555,Champions
CUST10898,61,20,25784.1,2025-05-29,4,2,4,424,Potential Loyalists
CUST10899,22,15,17193.22,2025-07-07,2,1,1,211,Lost Customers
CUST10900,14,15,15691.76,2025-07-15,2,1,1,211,Lost Customers
CUST10901,132,24,23355.42,2025-03-19,5,4,3,543,Loyal Customers
CUST10902,29,25,36752.84,2025-06-30,3,4,5,345,Needs Attention
CUST10903,33,25,22768.65,2025-06-26,3,4,3,343,Needs Attention
CUST10904,523,23,19849.489999999998,2024-02-22,5,3,2,532,Loyal Customers
CUST10905,3,27,27108.32,2025-07-26,1,5,4,154,At Risk
CUST10906,183,20,19197.04,2025-01-27,5,2,2,522,Needs Attention
CUST10907,16,18,13389.130000000001,2025-07-13,2,1,1,211,Lost Customers
CUST10908,41,23,19158.38,2025-06-18,3,3,2,332,Needs Attention
CUST10909,47,23,22205.51,2025-06-12,4,3,3,433,Loyal Customers
CUST10910,26,17,17808.24,2025-07-03,3,1,1,311,Needs Attention
CUST10911,10,22,18957.46,2025-07-19,2,3,2,232,Needs Attention
CUST10912,96,22,27124.53,2025-04-24,5,3,4,534,Loyal Customers
CUST10913,222,20,18126.92,2024-12-19,5,2,1,521,Needs Attention
CUST10914,14,22,20289.16,2025-07-15,2,3,2,232,Needs Attention
CUST10915,13,22,23520.31,2025-07-16,2,3,3,233,Needs Attention
CUST10916,1,26,24754.51,2025-07-28,1,4,4,144,At Risk
CUST10917,16,15,15907.140000000001,2025-07-13,2,1,1,211,Lost Customers
CUST10918,55,15,12886.98,2025-06-04,4,1,1,411,Needs Attention
CUST10919,5,27,26190.28,2025-07-24,1,5,4,154,At Risk
CUST10920,64,19,18680.82,2025-05-26,4,2,2,422,Needs Attention
CUST10921,38,18,17668.27,2025-06-21,3,1,1,311,Needs Attention
CUST10922,0,19,19132.510000000002,2025-07-29,1,2,2,122,Lost Customers
CUST10923,15,23,21375.34,2025-07-14,2,3,3,233,Needs Attention
CUST10924,27,28,26685.96,2025-07-02,3,5,4,354,Needs Attention
CUST10925,21,29,29265.13,2025-07-08,2,5,5,255,At Risk
CUST10926,63,23,23250.69,2025-05-27,4,3,3,433,Loyal Customers
CUST10927,24,29,27206.3,2025-07-05,3,5,4,354,Needs Attention
CUST10928,8,29,31764.98,2025-07-21,1,5,5,155,At Risk
CUST10929,108,13,13706.67,2025-04-12,5,1,1,511,Needs Attention
CUST10930,24,30,33656.340000000004,2025-07-05,3,5,5,355,Needs Attention
CUST10931,3,28,28500.11,2025-07-26,1,5,5,155,At Risk
CUST10932,29,19,16020.529999999999,2025-06-30,3,2,1,321,Needs Attention
CUST10933,41,19,23303.18,2025-06-18,3,2,3,323,Needs Attention
CUST10934,65,22,24971.54,2025-05-25,4,3,4,434,Loyal Customers
CUST10935,10,29,28915.94,2025-07-19,2,5,5,255,At Risk
CUST10936,18,27,24698.24,2025-07-11,2,5,4,254,At Risk
CUST10937,58,26,16258.94,2025-06-01,4,4,1,441,Loyal Customers
CUST10938,75,19,17689.95,2025-05-15,4,2,1,421,Needs Attention
CUST10939,70,18,19939.08,2025-05-20,4,1,2,412,Needs Attention
CUST10940,0,20,18430.21,2025-07-29,1,2,2,122,Lost Customers
CUST10941,20,32,32591.3,2025-07-09,2,5,5,255,At Risk
CUST10942,0,20,16315.07,2025-07-29,1,2,1,121,Lost Customers
CUST10943,27,18,20066.13,2025-07-02,3,1,2,312,Needs Attention
CUST10944,39,31,44784.99,2025-06-20,3,5,5,355,Needs Attention
CUST10945,19,34,31920.010000000002,2025-07-10,2,5,5,255,At Risk
CUST10946,21,16,14499.78,2025-07-08,2,1,1,211,Lost Customers
CUST10947,21,20,15859.869999999999,2025-07-08,2,2,1,221,Lost Customers
CUST10948,51,19,13705.96,2025-06-08,4,2,1,421,Needs Attention
CUST10949,11,15,17746.72,2025-07-18,2,1,1,211,Lost Customers
CUST10950,55,28,29570.54,2025-06-04,4,5,5,455,Champions
CUST10951,16,27,23076.04,2025-07-13,2,5,3,253,At Risk
CUST10952,128,22,24999.45,2025-03-23,5,3,4,534,Loyal Customers
CUST10953,43,23,24980.940000000002,2025-06-16,4,3,4,434,Loyal Customers
CUST10954,26,20,21868.97,2025-07-03,3,2,3,323,Needs Attention
CUST10955,6,27,28094.190000000002,2025-07-23,1,5,5,155,At Risk
CUST10956,0,23,21801.31,2025-07-29,1,3,3,133,Needs Attention
CUST10957,18,21,24385.52,2025-07-11,2,2,4,224,Cannot Lose Them
CUST10958,7,28,27937.87,2025-07-22,1,5,5,155,At Risk
CUST10959,61,30,25566.5,2025-05-29,4,5,4,454,Champions
CUST10960,45,23,21344.57,2025-06-14,4,3,3,433,Loyal Customers
CUST10961,9,18,18227.68,2025-07-20,1,1,2,112,Lost Customers
CUST10962,28,18,17069.37,2025-07-01,3,1,1,311,Needs Attention
CUST10963,77,29,31282.64,2025-05-13,5,5,5,555,Champions
CUST10964,87,21,19290.6,2025-05-03,5,2,2,522,Needs Attention
CUST10965,23,29,25945.1,2025-07-06,3,5,4,354,Needs Attention
CUST10966,9,27,29347.84,2025-07-20,1,5,5,155,At Risk
CUST10967,124,20,18966.96,2025-03-27,5,2,2,522,Needs Attention
CUST10968,2,18,16979.79,2025-07-27,1,1,1,111,Lost Customers
CUST10969,8,17,17819.05,2025-07-21,1,1,1,111,Lost Customers
CUST10970,21,24,21921.0,2025-07-08,2,4,3,243,At Risk
CUST10971,12,22,26445.09,2025-07-17,2,3,4,234,Cannot Lose Them
CUST10972,20,20,14662.119999999999,2025-07-09,2,2,1,221,Lost Customers
CUST10973,11,15,10375.619999999999,2025-07-18,2,1,1,211,Lost Customers
CUST10974,25,24,27829.29,2025-07-04,3,4,4,344,Needs Attention
CUST10975,68,28,29704.0,2025-05-22,4,5,5,455,Champions
CUST10976,62,24,25589.31,2025-05-28,4,4,4,444,Champions
CUST10977,21,27,30372.82,2025-07-08,2,5,5,255,At Risk
CUST10978,108,23,23094.17,2025-04-12,5,3,3,533,Loyal Customers
CUST10979,23,15,13406.83,2025-07-06,3,1,1,311,Needs Attention
CUST10980,24,20,14980.21,2025-07-05,3,2,1,321,Needs Attention
CUST10981,23,18,17379.42,2025-07-06,3,1,1,311,Needs Attention
CUST10982,28,17,18685.89,2025-07-01,3,1,2,312,Needs Attention
CUST10983,35,28,29173.42,2025-06-24,3,5,5,355,Needs Attention
CUST10984,183,25,27261.55,2025-01-27,5,4,4,544,Champions
CUST10985,25,29,25912.05,2025-07-04,3,5,4,354,Needs Attention
CUST10986,82,24,18609.5,2025-05-08,5,4,2,542,Loyal Customers
CUST10987,57,20,25293.3,2025-06-02,4,2,4,424,Potential Loyalists
CUST10988,52,17,16806.78,2025-06-07,4,1,1,411,Needs Attention
CUST10989,76,28,32468.32,2025-05-14,5,5,5,555,Champions
CUST10990,51,23,23696.46,2025-06-08,4,3,3,433,Loyal Customers
CUST10991,31,21,23621.72,2025-06-28,3,2,3,323,Needs Attention
CUST10992,59,19,12437.01,2025-05-31,4,2,1,421,Needs Attention
CUST10993,42,25,29290.19,2025-06-17,4,4,5,445,Champions
CUST10994,22,25,29266.57,2025-07-07,2,4,5,245,At Risk
CUST10995,401,21,24325.19,2024-06-23,5,2,3,523,Potential Loyalists
CUST10996,14,21,21809.11,2025-07-15,2,2,3,223,Needs Attention
CUST10997,31,20,21120.48,2025-06-28,3,2,2,322,Needs Attention
CUST10998,125,25,29494.56,2025-03-26,5,4,5,545,Champions
CUST10999,4,23,22028.01,2025-07-25,1,3,3,133,Needs Attention
